
code	|	name	|	preferred name	|	lineage
1	|	Siansivirga zeaxanthinifaciens	|	 	|	762954 1204360 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Siccibacter turicensis	|	 	|	357233 1649298 543 91347 1236 1224 2 131567 
1	|	Sideroxydans lithotrophicus	|	 	|	63745 314343 90627 32003 28216 1224 2 131567 
1	|	Silanimonas lenta	|	 	|	265429 292713 32033 135614 1236 1224 2 131567 
1	|	Silvibacterium bohemicum	|	 	|	1577686 1775468 204434 204433 204432 57723 2 131567 
1	|	Simiduia agarivorans	|	 	|	447471 447467 1706371 1706369 1236 1224 2 131567 
1	|	Simkania negevensis	|	 	|	83561 34093 92712 1963360 204429 204428 1783257 2 131567 
1	|	Simonsiella muelleri	|	 	|	72 71 481 206351 28216 1224 2 131567 
1	|	Simplicispira psychrophila	|	 	|	80882 352450 80864 80840 28216 1224 2 131567 
1	|	Singulisphaera acidiphila	|	 	|	466153 466152 1763524 2691356 203683 203682 1783257 2 131567 
1	|	Sinomicrobium oceani	|	 	|	1150368 1434045 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Sinomonas atrocyanea	|	 	|	37927 596707 1268 85006 1760 201174 1783272 2 131567 
1	|	Sinomonas humi	|	 	|	1338436 596707 1268 85006 1760 201174 1783272 2 131567 
1	|	Sinomonas mesophila	|	 	|	1531955 596707 1268 85006 1760 201174 1783272 2 131567 
1	|	Sinorhizobium fredii	|	 	|	380 663276 28105 227292 82115 356 28211 1224 2 131567 
1	|	Sinorhizobium medicae	|	 	|	110321 28105 227292 82115 356 28211 1224 2 131567 
1	|	Sinorhizobium meliloti	|	 	|	382 28105 227292 82115 356 28211 1224 2 131567 
1	|	Siphonobacter aquaeclarae	|	 	|	563176 700450 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Skermanella aerolata	|	 	|	393310 204447 41295 204441 28211 1224 2 131567 
1	|	Skermanella stibiiresistens	|	 	|	913326 204447 41295 204441 28211 1224 2 131567 
1	|	Skermania piniformis	|	 	|	39122 59613 85026 85007 1760 201174 1783272 2 131567 
1	|	Slackia exigua	|	 	|	84109 84108 1643826 1643822 84998 201174 1783272 2 131567 
1	|	Slackia heliotrinireducens	|	 	|	84110 84108 1643826 1643822 84998 201174 1783272 2 131567 
1	|	Slackia piriformis	|	 	|	626934 84108 1643826 1643822 84998 201174 1783272 2 131567 
1	|	Smaragdicoccus niigatensis	|	 	|	359359 613121 85025 85007 1760 201174 1783272 2 131567 
1	|	Sneathia amnii	|	 	|	187101 168808 1129771 203491 203490 32066 2 131567 
1	|	Sneathia sanguinegens	|	 	|	40543 168808 1129771 203491 203490 32066 2 131567 
1	|	Sneathiella glossodoripedis	|	 	|	418853 510690 510685 510684 28211 1224 2 131567 
1	|	Snodgrassella alvi	|	 	|	1196083 1193515 481 206351 28216 1224 2 131567 
1	|	Sodalis glossinidius	|	 	|	63612 84565 2812006 91347 1236 1224 2 131567 
1	|	Sodalis praecaptivus	|	 	|	1239307 84565 2812006 91347 1236 1224 2 131567 
1	|	Solibacillus silvestris	|	 	|	76853 648800 186818 1385 91061 1239 1783272 2 131567 
1	|	Solimonas aquatica	|	 	|	489703 413435 568386 1775403 1236 1224 2 131567 
1	|	Solimonas flava	|	 	|	415849 413435 568386 1775403 1236 1224 2 131567 
1	|	Solimonas soli	|	 	|	413479 413435 568386 1775403 1236 1224 2 131567 
1	|	Solirubrobacter soli	|	 	|	363832 207599 320599 588673 1497346 201174 1783272 2 131567 
1	|	Solirubrum puertoriconensis	|	 	|	1751427 1951300 1124781 768507 768503 976 68336 1783270 2 131567 
1	|	Solitalea canadensis	|	 	|	995 929509 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Solobacterium moorei	|	 	|	102148 123375 128827 526525 526524 1239 1783272 2 131567 
1	|	Soonwooa buanensis	|	 	|	619805 944321 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Sorangium cellulosum	|	 	|	56 39643 49 80812 29 28221 68525 1224 2 131567 
1	|	Sphaerobacter thermophilus	|	 	|	2057 2056 85002 255728 85001 85000 189775 200795 1783272 2 131567 
1	|	Sphaerochaeta coccoides	|	 	|	273376 399320 137 136 203692 203691 2 131567 
1	|	Sphaerochaeta globosa	|	 	|	1131703 399320 137 136 203692 203691 2 131567 
1	|	Sphaerochaeta pleomorpha	|	 	|	1131707 399320 137 136 203692 203691 2 131567 
1	|	Sphaerotilus natans	|	 	|	34103 34102 224471 80840 28216 1224 2 131567 
1	|	Sphingobacterium deserti	|	 	|	1229276 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium mizutaii	|	 	|	1010 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium paucimobilis	|	 	|	1385985 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium psychroaquaticum	|	 	|	561061 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium sp. 21	|	 	|	743722 2609468 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium spiritivorum	|	 	|	258 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium thalpophilum	|	 	|	259 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobacterium wenxiniae	|	 	|	683125 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	Sphingobium amiense	|	 	|	135719 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium baderi	|	 	|	1332080 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium chlorophenolicum	|	 	|	46429 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium cloacae	|	 	|	120107 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium czechense	|	 	|	1090573 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium faniae	|	 	|	570446 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium herbicidovorans	|	 	|	76947 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium japonicum	|	 	|	332056 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium lactosutens	|	 	|	522773 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium phenoxybenzoativorans	|	 	|	1592790 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium sp. SYK-6	|	 	|	627192 2611147 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium ummariense	|	 	|	420994 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium xenophagum	|	 	|	121428 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingobium yanoikuyae	|	 	|	13690 165695 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas adhaesiva	|	 	|	28212 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas astaxanthinifaciens	|	 	|	407019 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas azotifigens	|	 	|	330920 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas changbaiensis	|	 	|	529705 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas dokdonensis	|	 	|	344880 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas echinoides	|	 	|	59803 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas haloaromaticamans	|	 	|	653954 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas hankookensis	|	 	|	563996 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas hengshuiensis	|	 	|	1609977 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas indica	|	 	|	941907 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas jaspsi	|	 	|	392409 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas koreensis	|	 	|	93064 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas laterariae	|	 	|	861865 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas mali	|	 	|	40682 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas melonis	|	 	|	152682 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas mucosissima	|	 	|	370959 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas panacis	|	 	|	1560345 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas parapaucimobilis	|	 	|	28213 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas paucimobilis	|	 	|	13689 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas phyllosphaerae	|	 	|	257003 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas pituitosa	|	 	|	99597 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas pruni	|	 	|	40683 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas rubra	|	 	|	634430 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas sanxanigenens	|	 	|	397260 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas soli	|	 	|	266127 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas sp. MM-1	|	 	|	745310 196159 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas taxi	|	 	|	1549858 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingomonas wittichii	|	 	|	160791 13687 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis alaskensis	|	 	|	117207 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis baekryungensis	|	Novosphingopyxis baekryungensis	|	279369 2709686 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis flava	|	 	|	1507287 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis fribergensis	|	 	|	1515612 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis granuli	|	 	|	267128 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis indica	|	 	|	436663 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis macrogoltabida	|	 	|	33050 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis terrae	|	 	|	33052 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingopyxis witflariensis	|	 	|	173675 165697 41297 204457 28211 1224 2 131567 
1	|	Sphingorhabdus flavimaris	|	Parasphingorhabdus flavimaris	|	266812 2709685 41297 204457 28211 1224 2 131567 
1	|	Sphingorhabdus marina	|	Parasphingorhabdus marina	|	394732 2709685 41297 204457 28211 1224 2 131567 
1	|	Spiribacter curvatus	|	 	|	1335757 1335745 72276 135613 1236 1224 2 131567 
1	|	Spiribacter salinus	|	 	|	1335746 1335745 72276 135613 1236 1224 2 131567 
1	|	Spirillospora albida	|	 	|	58123 58122 2012 85012 1760 201174 1783272 2 131567 
1	|	Spirochaeta africana	|	 	|	46355 146 137 136 203692 203691 2 131567 
1	|	Spirochaeta cellobiosiphila	|	 	|	504483 146 137 136 203692 203691 2 131567 
1	|	Spirochaeta lutea	|	 	|	1480694 146 137 136 203692 203691 2 131567 
1	|	Spirochaeta thermophila	|	 	|	154 146 137 136 203692 203691 2 131567 
1	|	Spiroplasma apis	|	 	|	2137 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma cantharicola	|	 	|	362837 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma chrysopicola	|	 	|	216933 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma citri	|	 	|	2133 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma culicicola	|	 	|	216935 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma diminutum	|	 	|	216936 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma eriocheiris	|	 	|	315358 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma helicoides	|	 	|	216938 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma kunkelii	|	 	|	47834 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma litorale	|	 	|	216942 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma mirum	|	 	|	2144 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma poulsonii	|	 	|	2138 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma sabaudiense	|	 	|	216944 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma syrphidicola	|	 	|	216945 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma taiwanense	|	 	|	2145 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spiroplasma turonicum	|	 	|	216946 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	Spirosoma aerolatum	|	 	|	1211326 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirosoma endophyticum	|	 	|	662367 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirosoma linguale	|	 	|	108 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirosoma luteum	|	 	|	431553 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirosoma montaniterrae	|	 	|	1178516 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirosoma radiotolerans	|	 	|	1379870 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirosoma rigui	|	 	|	564064 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Spirulina major	|	 	|	270636 1154 1890448 1890443 1117 1798711 1783272 2 131567 
1	|	Spirulina subsalsa	|	 	|	54311 1154 1890448 1890443 1117 1798711 1783272 2 131567 
1	|	Spongiibacter marinus	|	 	|	354246 630749 1706375 1706369 1236 1224 2 131567 
1	|	Spongiibacter tropicus	|	 	|	454602 630749 1706375 1706369 1236 1224 2 131567 
1	|	Sporichthya polymorpha	|	 	|	35751 35750 85033 2495578 1760 201174 1783272 2 131567 
1	|	Sporobacter termitidis	|	 	|	44749 44748 541000 186802 186801 1239 1783272 2 131567 
1	|	Sporocytophaga myxococcoides	|	 	|	153721 1011 89373 768507 768503 976 68336 1783270 2 131567 
1	|	Sporolactobacillus laevolacticus	|	 	|	33018 2077 186821 1385 91061 1239 1783272 2 131567 
1	|	Sporolactobacillus nakayamae	|	 	|	269670 2077 186821 1385 91061 1239 1783272 2 131567 
1	|	Sporolactobacillus terrae	|	 	|	269673 2077 186821 1385 91061 1239 1783272 2 131567 
1	|	Sporolactobacillus vineae	|	 	|	444463 2077 186821 1385 91061 1239 1783272 2 131567 
1	|	Sporomusa acidovorans	|	 	|	112900 2375 1843490 909929 909932 1239 1783272 2 131567 
1	|	Sporomusa malonica	|	 	|	112901 2375 1843490 909929 909932 1239 1783272 2 131567 
1	|	Sporomusa ovata	|	 	|	2378 2375 1843490 909929 909932 1239 1783272 2 131567 
1	|	Sporomusa sphaeroides	|	 	|	47679 2375 1843490 909929 909932 1239 1783272 2 131567 
1	|	Sporosarcina koreensis	|	 	|	334735 1569 186818 1385 91061 1239 1783272 2 131567 
1	|	Sporosarcina newyorkensis	|	 	|	759851 1569 186818 1385 91061 1239 1783272 2 131567 
1	|	Sporosarcina psychrophila	|	 	|	1476 1569 186818 1385 91061 1239 1783272 2 131567 
1	|	Sporosarcina ureae	|	 	|	1571 1569 186818 1385 91061 1239 1783272 2 131567 
1	|	Stanieria cyanosphaera	|	 	|	102116 102115 1890498 52604 1117 1798711 1783272 2 131567 
1	|	Staphylococcus argenteus	|	 	|	985002 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus arlettae	|	 	|	29378 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus aureus	|	 	|	1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus auricularis	|	 	|	29379 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus capitis	|	 	|	29388 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus caprae	|	 	|	29380 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus carnosus	|	 	|	1281 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus chromogenes	|	 	|	46126 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus cohnii	|	 	|	29382 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus condimenti	|	 	|	70255 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus delphini	|	 	|	53344 2815305 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus epidermidis	|	 	|	1282 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus equorum	|	 	|	246432 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus gallinarum	|	 	|	1293 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus haemolyticus	|	 	|	1283 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus hominis	|	 	|	1290 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus hyicus	|	 	|	1284 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus intermedius	|	 	|	1285 2815305 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus lentus	|	Mammaliicoccus lentus	|	42858 2803850 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus lugdunensis	|	 	|	28035 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus lutrae	|	 	|	155085 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus massiliensis	|	 	|	555791 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus microti	|	 	|	569857 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus pasteuri	|	 	|	45972 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus pettenkoferi	|	 	|	170573 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus piscifermentans	|	 	|	70258 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus pseudintermedius	|	 	|	283734 2815305 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus saccharolyticus	|	 	|	33028 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus saprophyticus	|	 	|	29385 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus schleiferi	|	 	|	1295 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus sciuri	|	Mammaliicoccus sciuri	|	1296 2803850 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus simiae	|	 	|	308354 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus simulans	|	 	|	1286 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus succinus	|	 	|	61015 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus vitulinus	|	Mammaliicoccus vitulinus	|	71237 2803850 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus warneri	|	 	|	1292 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Staphylococcus xylosus	|	 	|	1288 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	Stappia indica	|	 	|	538381 152161 31989 204455 28211 1224 2 131567 
1	|	Stappia stellulata	|	 	|	71235 152161 31989 204455 28211 1224 2 131567 
1	|	Starkeya novella	|	 	|	921 152053 335928 356 28211 1224 2 131567 
1	|	Stenotrophomonas acidaminiphila	|	 	|	128780 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas chelatiphaga	|	 	|	517011 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas daejeonensis	|	 	|	659018 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas ginsengisoli	|	 	|	336566 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas koreensis	|	 	|	266128 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas maltophilia	|	 	|	40324 995085 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas nitritireducens	|	 	|	83617 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas panacihumi	|	 	|	676599 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas pictorum	|	 	|	86184 40323 32033 135614 1236 1224 2 131567 
1	|	Stenotrophomonas rhizophila	|	 	|	216778 40323 32033 135614 1236 1224 2 131567 
1	|	Steroidobacter denitrificans	|	 	|	465721 469322 2689614 1775403 1236 1224 2 131567 
1	|	Stigmatella aurantiaca	|	 	|	41 40 39 80811 29 28221 68525 1224 2 131567 
1	|	Stomatobaculum longum	|	 	|	796942 1213720 186803 186802 186801 1239 1783272 2 131567 
1	|	Streptacidiphilus albus	|	 	|	105425 228398 2062 85011 1760 201174 1783272 2 131567 
1	|	Streptacidiphilus melanogenes	|	 	|	411235 228398 2062 85011 1760 201174 1783272 2 131567 
1	|	Streptacidiphilus oryzae	|	 	|	348818 228398 2062 85011 1760 201174 1783272 2 131567 
1	|	Streptacidiphilus rugosus	|	 	|	405783 228398 2062 85011 1760 201174 1783272 2 131567 
1	|	Streptoalloteichus hindustanus	|	 	|	2017 2016 2070 85010 1760 201174 1783272 2 131567 
1	|	Streptobacillus felis	|	 	|	1384509 34104 1129771 203491 203490 32066 2 131567 
1	|	Streptobacillus hongkongensis	|	 	|	1162717 34104 1129771 203491 203490 32066 2 131567 
1	|	Streptobacillus moniliformis	|	 	|	34105 34104 1129771 203491 203490 32066 2 131567 
1	|	Streptobacillus notomytis	|	 	|	1712031 34104 1129771 203491 203490 32066 2 131567 
1	|	Streptococcus acidominimus	|	 	|	1326 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus agalactiae	|	 	|	1311 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus anginosus	|	 	|	1328 671232 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus australis	|	 	|	113107 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus caballi	|	 	|	439220 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus canis	|	 	|	1329 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus constellatus	|	 	|	76860 671232 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus criceti	|	 	|	1333 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus cristatus	|	 	|	45634 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus didelphis	|	 	|	102886 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus downei	|	 	|	1317 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus dysgalactiae	|	 	|	1334 119603 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus entericus	|	 	|	155680 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus equi	|	 	|	1336 119603 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus equinus	|	 	|	1335 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus ferus	|	 	|	1345 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus gallolyticus	|	 	|	315405 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus gordonii	|	 	|	1302 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus halotolerans	|	 	|	1814128 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus henryi	|	 	|	439219 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus himalayensis	|	 	|	1888195 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus ictaluri	|	 	|	380397 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus infantarius	|	 	|	102684 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus infantis	|	 	|	68892 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus iniae	|	 	|	1346 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus intermedius	|	 	|	1338 671232 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus lutetiensis	|	 	|	150055 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus macacae	|	 	|	1339 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus macedonicus	|	 	|	59310 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus marimammalium	|	 	|	269666 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus marmotae	|	 	|	1825069 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus massiliensis	|	 	|	313439 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus merionis	|	 	|	400065 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus minor	|	 	|	229549 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus mitis	|	 	|	28037 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus mutans	|	 	|	1309 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus oralis	|	 	|	1303 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus orisratti	|	 	|	114652 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus ovis	|	 	|	82806 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus pantholopis	|	 	|	1811193 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus parasanguinis	|	 	|	1318 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus parauberis	|	 	|	1348 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus pasteurianus	|	 	|	197614 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus peroris	|	 	|	68891 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus phocae	|	 	|	119224 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus plurextorum	|	 	|	456876 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus pneumoniae	|	 	|	1313 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus porci	|	 	|	502567 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus porcinus	|	 	|	1340 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus pseudopneumoniae	|	 	|	257758 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus pseudoporcinus	|	 	|	361101 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus pyogenes	|	 	|	1314 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus ratti	|	 	|	1341 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus salivarius	|	 	|	1304 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus sanguinis	|	 	|	1305 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus sinensis	|	 	|	176090 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus sobrinus	|	 	|	1310 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus sp. I-P16	|	 	|	1156433 2608887 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus suis	|	 	|	1307 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus thermophilus	|	 	|	1308 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus thoraltensis	|	 	|	55085 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus uberis	|	 	|	1349 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	Streptococcus urinalis	|	 	|	149016 1301 1300 186826 91061 1239 1783272 2 131567 
